name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Malaysia,2023-03-14,32.5,23.9,28.2,34.4,23.9,29.5,20.9,66.2,0,0,0,,0,0,13.3,13.7,116.7,1009.2,54.4,10,253.8,21.9,10,10,2023-03-14T07:19:50,2023-03-14T19:25:22,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-03-15,33.8,23.8,28.5,37.7,23.8,30.2,21.3,67.1,0,0,0,,0,0,11.2,15.5,212,1009.3,53.3,10.1,252.3,21.8,10,10,2023-03-15T07:19:28,2023-03-15T19:25:10,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-03-16,33.8,25.7,29.1,38.1,25.7,31.6,21.5,64.6,0,0,0,rain,0,0,12.2,12.3,81.2,1010.3,53.3,10.2,306.4,26.4,10,10,2023-03-16T07:19:06,2023-03-16T19:24:58,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-03-17,33.6,24.7,27.9,37.8,24.7,29.4,22.5,74.3,0,0,0,rain,0,0,9.4,22.2,206.9,1010.2,53,9.8,226.1,19.5,10,30,2023-03-17T07:18:44,2023-03-17T19:24:47,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-03-18,34,24,27.8,38.9,24,29.8,23.4,78.7,22.101,100,4.17,rain,0,0,9,13.9,193.8,1009,47.8,9.8,198.9,17.1,9,30,2023-03-18T07:18:22,2023-03-18T19:24:34,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-03-19,34.3,24.9,28.9,38.7,24.9,31.7,23.4,74.2,25.284,100,4.17,rain,0,0,12.2,12.5,238,1008.6,46.6,9.3,234.3,20.3,10,60,2023-03-19T07:17:59,2023-03-19T19:24:22,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-03-20,32.3,24.2,28,38.3,24.2,31.5,24.3,81.4,0.232,100,4.17,rain,0,0,7.6,16.6,3.4,1008.6,55.7,9.7,276,23.8,9,75,2023-03-20T07:17:36,2023-03-20T19:24:10,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-03-21,30.8,24.1,27.4,36.4,24.1,29.9,23.9,82.5,3.713,100,4.17,rain,0,0,6.8,12.8,288,1009.3,53.7,9,227.6,19.5,9,60,2023-03-21T07:17:13,2023-03-21T19:23:57,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-03-22,33.9,25.3,28.4,41.7,25.3,31.3,23.9,78.1,0,0,0,rain,0,0,7.2,13.9,216,1008.1,50.3,9.8,209.7,17.9,9,60,2023-03-22T07:16:50,2023-03-22T19:23:45,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-03-23,33.3,24.8,27.6,40.8,24.8,29.8,24.1,82.2,3.006,100,4.17,rain,0,0,5,20.8,302.3,1008.2,49.5,8.9,306.4,26.6,10,60,2023-03-23T07:16:27,2023-03-23T19:23:32,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-03-24,33.9,25,28.3,41.6,25,31.3,24.4,81.3,13.444,100,8.33,rain,0,0,40.7,18.8,305.9,1009,57.6,9,259.4,22.2,10,60,2023-03-24T07:16:04,2023-03-24T19:23:19,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-03-25,27.4,25,26.3,31.9,25,27.5,24.6,90.4,0.884,100,4.17,rain,0,0,14.4,9.4,358.7,1010.3,52.4,8.6,238.1,20.6,9,30,2023-03-25T07:15:40,2023-03-25T19:23:06,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-03-26,33.5,24.1,28.4,40.2,24.1,31.5,23.6,76.9,0,0,0,rain,0,0,13.3,14.3,289.7,1009,51.4,10,206.3,17.8,10,75,2023-03-26T07:15:17,2023-03-26T19:22:53,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-03-27,33.5,26.7,29.2,40,29.6,34,24.4,76.2,0,0,0,rain,0,0,9.4,13.9,193.9,1008.6,53.9,9.9,155,13.4,6,75,2023-03-27T07:14:54,2023-03-27T19:22:40,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-03-28,34.3,25.9,28.5,40.6,25.9,31.7,23.9,77.3,0,0,0,rain,0,0,9.7,15.5,300.6,1009.5,48.7,9.7,256.1,22.1,10,30,2023-03-28T07:14:30,2023-03-28T19:22:28,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-03-29,34.6,25,28.5,41.6,25,31.1,23.8,77.2,22.985,100,4.17,rain,0,0,12.2,15.5,300.2,1009.8,50.2,9.2,252.8,21.8,10,60,2023-03-29T07:14:07,2023-03-29T19:22:15,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-03-30,32.9,25,28.3,40.2,25,31.6,24.3,80.2,17.232,100,8.33,rain,0,0,11.5,12.8,312.8,1009.2,50.5,9.8,261.5,22.5,10,30,2023-03-30T07:13:44,2023-03-30T19:22:02,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-03-31,34,24.5,27.6,39.2,24.5,29.7,23.8,81.1,0,0,0,rain,0,0,15.5,18.6,244,1009.2,50.5,9.4,202.5,17.4,10,60,2023-03-31T07:13:20,2023-03-31T19:21:49,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-01,32.6,25,27.7,38.8,25,30.3,24,81.4,27.406,100,4.17,rain,0,0,9.4,13.5,172.5,1009.3,50.2,9.3,278.8,24,9,60,2023-04-01T07:12:57,2023-04-01T19:21:37,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-02,32.9,24.2,28,39.1,24.2,30.7,23.8,78.8,14.145,100,4.17,rain,0,0,10.8,15.3,270.8,1009.2,56.1,9.9,247.5,21.5,9,75,2023-04-02T07:12:34,2023-04-02T19:21:24,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-03,30.9,23.8,27.4,36.4,23.8,30,23.3,79.5,7.901,100,4.17,rain,0,0,13.7,15.3,319.5,1009.7,55,9.8,77.1,6.6,4,30,2023-04-03T07:12:11,2023-04-03T19:21:12,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-04,34,25.7,28.6,40.1,25.7,31.1,23.5,75.3,0,0,0,rain,0,0,13.7,17.7,312.2,1008.9,51.1,10.1,297.4,25.6,10,60,2023-04-04T07:11:49,2023-04-04T19:20:59,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-05,30.7,24.1,27.3,35.2,24.1,29.5,23.7,81.8,30.235,100,4.17,rain,0,0,18,15.7,317.6,1009.6,53.1,9.9,141.3,12.2,5,30,2023-04-05T07:11:26,2023-04-05T19:20:47,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-06,33.2,23.9,28.5,40.2,23.9,31.4,23.3,74.9,0,0,0,rain,0,0,17.3,16.1,296.8,1009.6,51.3,10,243.5,21,10,60,2023-04-06T07:11:04,2023-04-06T19:20:35,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-07,33.5,24,27.5,40.3,24,30.2,23.7,80.5,6.42,100,4.17,rain,0,0,5,17.5,325.5,1010.3,50,9.9,244.4,20.9,9,60,2023-04-07T07:10:42,2023-04-07T19:20:24,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-08,33.8,24.7,26.9,40.8,24.7,28.5,23.6,83.5,0,0,0,rain,0,0,59.4,11.5,295.4,1011.7,54.6,9.7,269.8,23.3,10,60,2023-04-08T07:10:20,2023-04-08T19:20:12,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-09,32.3,24.8,27.9,39.2,24.8,31.4,24.6,83.1,12.412,100,4.17,rain,0,0,14,16.1,275.4,1011.7,54.2,9.3,260.6,22.6,10,30,2023-04-09T07:09:58,2023-04-09T19:20:01,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-10,33,25.2,28.9,40,25.2,32.3,24,76.5,4.243,100,4.17,rain,0,0,11.9,15.3,235.6,1011,54,9.6,263.3,22.9,10,30,2023-04-10T07:09:37,2023-04-10T19:19:50,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-11,33.9,25.7,29.5,40.3,25.7,33.5,24.1,74.3,0,0,0,rain,0,0,9.4,17.1,289,1009.8,49.6,8.8,242.1,21,9,75,2023-04-11T07:09:16,2023-04-11T19:19:39,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-12,33.9,25.7,29.5,41.9,25.7,34.4,24.9,77.3,0,0,0,rain,0,0,7.9,16.6,296.9,1009.5,50.8,9.1,294,25.3,9,60,2023-04-12T07:08:55,2023-04-12T19:19:28,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-13,34,26.7,29.9,43.3,29.8,36,25.3,77.6,0,0,0,rain,0,0,9.7,19.2,308.8,1009.4,51.1,8.3,308.5,26.7,10,75,2023-04-13T07:08:34,2023-04-13T19:19:18,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-14,34.8,26,29.6,44.1,26,34.9,24.8,76.1,0,0,0,rain,0,0,14.4,17.5,305.8,1009.1,50.7,9.8,243,21,10,60,2023-04-14T07:08:14,2023-04-14T19:19:08,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-15,34.3,26,29.6,43,26,34.5,24.8,76.6,0,0,0,rain,0,0,14,20.6,288.2,1008.7,50.2,9.3,278.4,24.1,10,75,2023-04-15T07:07:54,2023-04-15T19:18:59,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-16,35,25.9,29.6,44.9,25.9,34,24.4,74.7,0.394,100,4.17,rain,0,0,14.8,22.8,326.5,1008.4,53,9.3,284.2,24.5,10,60,2023-04-16T07:07:35,2023-04-16T19:18:49,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-17,34,25.8,29,43.1,25.8,33.3,24.3,76.9,2.206,100,8.33,rain,0,0,8.6,15.7,310.1,1009.4,51,8.3,236.8,20.3,9,60,2023-04-17T07:07:16,2023-04-17T19:18:40,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-18,34.9,26.6,29.2,43,26.6,33.8,24.6,77.3,0,0,0,rain,0,0,11.5,17.3,287.9,1009.9,50.8,8.9,245.3,21.1,10,75,2023-04-18T07:06:57,2023-04-18T19:18:32,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-19,33.8,26,28.9,41.8,26,33.6,24.8,79.1,0,0,0,rain,0,0,8.3,13.9,293.6,1007.9,51.2,8.2,254,22,9,60,2023-04-19T07:06:39,2023-04-19T19:18:23,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-20,30.9,25.9,27.9,36.5,25.9,31.2,24.4,82,0,0,0,rain,0,0,10.1,11.9,310,1007.4,48.7,7.8,125.5,10.9,5,30,2023-04-20T07:06:21,2023-04-20T19:18:15,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-21,33.9,25.9,28.8,42.7,25.9,32.2,24.3,78,1.768,100,4.17,rain,0,0,14.4,17.5,300,1007.2,52,8.6,261.4,22.5,9,75,2023-04-21T07:06:04,2023-04-21T19:18:08,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-22,33.9,25.3,27.9,41.7,25.3,30.4,24.3,81.7,12.6,100,8.33,rain,0,0,7.2,19.2,233.4,1007,52.6,9.1,238.2,20.6,10,75,2023-04-22T07:05:47,2023-04-22T19:18:01,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-23,33.9,25.4,27.8,40.8,25.4,30.7,24.7,84.5,4.42,100,4.17,rain,0,0,9,16.9,100.5,1008.1,43.2,8.8,256.7,22.3,10,75,2023-04-23T07:05:30,2023-04-23T19:17:54,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-24,34.5,25.1,28.1,43.2,25.1,30.9,24.2,80.9,8.841,100,4.17,rain,0,0,8.6,16.6,308.4,1008.6,49.3,9.2,223,19.1,10,30,2023-04-24T07:05:14,2023-04-24T19:17:48,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-25,33.8,24.9,27.7,41.7,24.9,30.3,24.4,83.4,6.838,100,8.33,rain,0,0,40.7,17.7,295.3,1008.3,43.3,9.7,231.3,19.9,8,30,2023-04-25T07:04:59,2023-04-25T19:17:42,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-26,33,24.9,28.2,40.8,24.9,31.6,24.7,82.5,0,0,0,rain,0,0,9.7,12.1,303.5,1007.6,55.5,8.8,240.9,20.8,9,30,2023-04-26T07:04:44,2023-04-26T19:17:37,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-27,34.7,25.2,27.7,42.1,25.2,29.7,24.7,85.5,7.357,100,4.17,rain,0,0,40.7,19.2,93.8,1008.1,52.1,9.3,218.4,18.7,9,60,2023-04-27T07:04:29,2023-04-27T19:17:32,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-28,33,25,27.2,39.5,25,28.9,24.6,86.9,21.081,100,4.17,rain,0,0,6.8,14.6,314.2,1009.1,50.7,9.1,249.7,21.6,8,60,2023-04-28T07:04:15,2023-04-28T19:17:27,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-29,33.9,25,27.5,43.1,25,29.7,24.8,86.2,33.015,100,8.33,rain,0,0,37.1,15.3,294.2,1008.3,43,8.7,205.9,17.9,9,75,2023-04-29T07:04:02,2023-04-29T19:17:24,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-04-30,32.9,24.2,26.9,41.9,24.2,28.8,24.8,88.6,15.261,100,4.17,rain,0,0,7.2,14.1,182.9,1007.5,54.7,9,229.8,20,9,60,2023-04-30T07:03:49,2023-04-30T19:17:20,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-01,34.5,25,28.1,44.4,25,31.4,25,84.5,0.177,100,4.17,rain,0,0,9,17.3,250.5,1007.4,53.4,9.3,258.4,22.2,10,60,2023-05-01T07:03:37,2023-05-01T19:17:17,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-02,33.8,25,28.2,41.8,25,31.4,24.9,83.5,0,0,0,rain,0,0,10.1,16.6,302.8,1008.1,51.2,9.3,239.5,20.8,9,60,2023-05-02T07:03:25,2023-05-02T19:17:14,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-03,34.2,25,28.6,43.7,25,32.3,25,82.3,0,0,0,rain,0,0,46.4,17.3,311.5,1009.2,52.3,9.1,288,25,10,75,2023-05-03T07:03:14,2023-05-03T19:17:12,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-04,33.9,25.7,28.2,42.3,25.7,31.9,25.3,85.3,6.536,100,4.17,rain,0,0,31.7,17.1,243.3,1008.4,48,9.7,284.6,24.8,9,75,2023-05-04T07:03:04,2023-05-04T19:17:11,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-05,32.7,26.7,29.3,40.5,30,35.1,25.5,80.5,17.62,100,12.5,rain,0,0,13,20.1,298.9,1007.1,50.2,9,272.6,23.6,9,30,2023-05-05T07:02:54,2023-05-05T19:17:10,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-06,33.4,26,29.2,41.5,26,34.6,25.2,79.9,0.928,100,4.17,rain,0,0,13.7,19.6,306.4,1006.8,55.2,9.9,254.7,22,8,30,2023-05-06T07:02:44,2023-05-06T19:17:09,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-07,32.7,24.8,28.5,38.8,24.8,31.8,24.1,78.4,8.841,100,4.17,rain,0,0,11.5,13,173.5,1007.6,47.8,9.9,194.9,17.1,8,30,2023-05-07T07:02:36,2023-05-07T19:17:09,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-08,34.1,26.6,30,40.2,26.6,34.4,23.9,71.4,0,0,0,rain,0,0,13.3,18.8,164.4,1007.3,51.4,10.5,266.2,22.8,9,30,2023-05-08T07:02:28,2023-05-08T19:17:10,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-09,34,27.8,30.6,40.4,31.1,35.2,23.3,65.9,0,0,0,,0,0,13.7,13.9,160.7,1007.5,51.6,10.1,287.5,24.8,10,10,2023-05-09T07:02:20,2023-05-09T19:17:11,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-10,33.9,26.9,30.2,40.2,29.9,35.3,24.2,71.5,0,0,0,rain,0,0,10.8,12.1,156.3,1008,49.1,10.2,241.1,20.7,9,60,2023-05-10T07:02:14,2023-05-10T19:17:12,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-11,34.8,25.8,29.6,44.6,25.8,34.9,25.1,78.1,9.58,100,4.17,rain,0,0,10.1,12.1,217.2,1009.1,48.7,9.8,266.3,23,9,60,2023-05-11T07:02:07,2023-05-11T19:17:14,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-12,34.8,26.2,29.5,45.3,26.2,34.9,25.4,80.2,0,0,0,rain,0,0,31.7,22.2,223.6,1009.6,48.8,9.8,285.8,24.6,9,60,2023-05-12T07:02:02,2023-05-12T19:17:17,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-13,33.9,26,28.8,43.2,26,33.2,25.3,82.8,0,0,0,rain,0,0,5.4,15.7,183.4,1010.5,53.3,9.4,285.1,24.7,9,60,2023-05-13T07:01:57,2023-05-13T19:17:20,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-14,34,25.9,28.2,41.5,25.9,31.6,24.4,81.4,0.53,100,4.17,rain,0,0,7.6,21.2,104.1,1010.7,43.6,9.6,263.6,22.8,9,60,2023-05-14T07:01:53,2023-05-14T19:17:23,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-15,33,25,27.8,40.6,25,30.9,24.3,81.6,0,0,0,rain,0,0,8.6,28.2,252.5,1011,51.2,9.6,287.7,24.7,10,30,2023-05-15T07:01:49,2023-05-15T19:17:27,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-16,33.9,26.6,29.9,41.5,26.6,34.8,24.5,74.6,32.71,100,4.17,rain,0,0,11.2,12.3,156.5,1011.2,44.9,9.4,284.8,24.6,10,60,2023-05-16T07:01:46,2023-05-16T19:17:32,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-17,33.9,26.8,29.6,41.9,29.4,34.9,24.7,75.7,0.1,100,4.17,rain,0,0,14.8,17.3,280.2,1011.6,50.3,10.2,271,23.5,9,60,2023-05-17T07:01:44,2023-05-17T19:17:37,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-18,33.4,25.9,29.4,41.5,25.9,34.4,24.9,77.5,0,0,0,rain,0,0,15.1,17.5,294.5,1011.9,50.7,9.7,183.9,16,8,60,2023-05-18T07:01:42,2023-05-18T19:17:43,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-19,34.9,25.6,29.3,41.9,25.6,33.9,24.7,77.3,0,0,0,rain,0,0,18.7,21.4,312.1,1010.7,48,10,276.2,23.8,9,60,2023-05-19T07:01:41,2023-05-19T19:17:48,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-20,33.9,25.9,28.6,40.5,25.9,32.3,24.8,81.4,28.8,100,12.5,rain,0,0,15.8,19.2,311.5,1009.9,50.5,10,254.5,21.9,9,60,2023-05-20T07:01:40,2023-05-20T19:17:55,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-21,31.1,24,27.7,36.1,24,30.5,24.2,82.4,0,0,0,rain,0,0,38.9,14.3,325.1,1011.6,46.1,9.6,206.3,17.8,7,30,2023-05-21T07:01:41,2023-05-21T19:18:02,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-22,33.9,24.3,29,41,24.3,32.7,24.1,76,2.652,100,4.17,rain,0,0,17.3,17.7,305.8,1011.7,50.2,10,268.2,22.9,8,30,2023-05-22T07:01:41,2023-05-22T19:18:09,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-23,33.6,25.8,29.1,39.4,25.8,33.3,24.3,76.5,0,0,0,rain,0,0,15.8,14.1,301.1,1011.7,37.5,10,247.4,21.2,8,60,2023-05-23T07:01:43,2023-05-23T19:18:17,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-24,33.9,25.9,29.7,42.1,25.9,35.1,25.1,77.5,0,0,0,,0,0,13,13.9,271.8,1011.3,52.1,9.6,281.3,24.2,9,60,2023-05-24T07:01:45,2023-05-24T19:18:25,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-25,34.8,26.8,30.2,41.6,30.2,35.7,24.8,74.1,2.652,100,4.17,rain,0,0,8.6,13.7,216.9,1011.1,47.3,9.3,284.9,24.5,9,60,2023-05-25T07:01:47,2023-05-25T19:18:34,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-26,31.9,26.2,28.2,39,26.2,32.8,25,83.1,0.884,100,4.17,rain,0,0,10.8,20.4,244.6,1011.3,47.9,9.6,245,21.2,9,60,2023-05-26T07:01:50,2023-05-26T19:18:43,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-27,33.9,25,28.8,40.3,25,32,24.1,77.1,0,0,0,rain,0,0,16.9,15.5,319.4,1009.7,42.9,9.2,208.6,18,8,30,2023-05-27T07:01:54,2023-05-27T19:18:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-28,33.8,26,29.9,40.8,26,34.7,24.4,73.9,0,0,0,rain,0,0,18.4,16.9,322.4,1008.6,40.5,10,271.1,23.3,9,30,2023-05-28T07:01:58,2023-05-28T19:19:02,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-29,34.9,25.9,30,42.6,25.9,35,24.6,73.9,0,0,0,rain,0,0,12.2,12.1,271.7,1009.2,44.3,10,244.2,21.1,9,30,2023-05-29T07:02:03,2023-05-29T19:19:12,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
