name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Malaysia,2023-05-30,35.7,26.8,30.7,40.6,30,35.3,23.8,68.8,0,0,0,,0,0,29.5,13.9,294.2,1009.1,43.6,10,288.3,24.9,9,30,2023-05-30T07:02:09,2023-05-30T19:19:23,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-05-31,33.9,24.2,29.4,42,24.2,34.6,24.9,78.1,0,0,0,rain,0,0,11.2,16.9,189,1009.1,46.1,10,214.9,18.5,8,30,2023-05-31T07:02:15,2023-05-31T19:19:34,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-01,32.6,26.9,29.4,40.5,30.4,35.3,25.2,78.7,0.177,100,4.17,rain,0,0,11.2,12.3,279,1009.1,40.7,9,210.1,18.1,9,60,2023-06-01T07:02:21,2023-06-01T19:19:45,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-02,33.9,26,29.6,40.1,26,33.9,24.2,74.4,0,0,0,rain,0,0,9.7,15.3,181.1,1009.3,46.3,9.5,254,22.1,9,60,2023-06-02T07:02:28,2023-06-02T19:19:56,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-03,33.9,26,29.6,41.9,26,34.7,24.7,75.9,0,0,0,rain,0,0,10.4,14.1,174.3,1009.5,47.6,10.1,223.8,19.3,9,60,2023-06-03T07:02:35,2023-06-03T19:20:08,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-04,33.6,23.2,28,38.8,23.2,31.5,23.8,79.2,0,0,0,rain,0,0,10.1,15.1,281.3,1010,53.6,9.5,229,19.8,8,60,2023-06-04T07:02:43,2023-06-04T19:20:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-05,32.7,25.9,27.8,40.2,25.9,31.2,24.5,82.8,9.771,100,8.33,rain,0,0,7.6,14.3,215.9,1008.8,45.2,9.8,251.5,21.6,9,60,2023-06-05T07:02:52,2023-06-05T19:20:33,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-06,33,25.1,29,40.2,25.1,32.7,24.1,76.1,0,0,0,rain,0,0,9,13.9,216.1,1009.3,45.8,10.1,192,16.4,8,60,2023-06-06T07:03:00,2023-06-06T19:20:45,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-07,32.8,25.8,29.1,40.4,25.8,33.4,24.4,76.7,0.557,100,4.17,rain,0,0,10.8,19.4,156.2,1009.5,46.1,9.6,213.3,18.5,8,60,2023-06-07T07:03:10,2023-06-07T19:20:58,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-08,33.9,25.7,28.3,40.4,25.7,31,24,78.7,24.754,100,4.17,rain,0,0,9.7,15.1,152.8,1009.9,43.8,10,217.3,18.8,9,60,2023-06-08T07:03:19,2023-06-08T19:21:11,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-09,32.9,25.9,28.4,40.5,25.9,32,24.9,82.3,5.304,100,4.17,rain,0,0,5.8,18.8,141.9,1008.8,44.3,9.5,198.9,17.3,7,60,2023-06-09T07:03:29,2023-06-09T19:21:24,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-10,33,26,28.8,39.3,26,32.8,24.3,77.7,0.858,100,8.33,rain,0,0,11.5,17.9,183.2,1008.5,48.9,9.7,274.9,23.5,9,60,2023-06-10T07:03:40,2023-06-10T19:21:37,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-11,33.7,26.8,29.7,40.3,30,34.8,24.6,75.5,0,0,0,rain,0,0,13,16.6,172.7,1008.2,44.5,10,244.5,21.1,9,60,2023-06-11T07:03:50,2023-06-11T19:21:50,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-12,33.7,24.7,28.9,40.2,24.7,32.4,23.4,73.3,0.278,100,4.17,rain,0,0,14,17.9,160.3,1009.1,41.1,10,259.8,22.5,9,60,2023-06-12T07:04:01,2023-06-12T19:22:03,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-13,33.7,26.9,29.8,40.3,29.9,34.7,24.2,73.1,0,0,0,rain,0,0,13.3,18.4,154,1008.8,45.2,10.1,252.5,21.7,8,30,2023-06-13T07:04:13,2023-06-13T19:22:17,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-14,33.7,22.7,28.5,38.1,22.7,32,23.4,75.5,4.737,100,8.33,rain,0,0,8.3,15.5,185,1010.7,47.5,9.5,271.9,23.7,9,30,2023-06-14T07:04:24,2023-06-14T19:22:30,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-15,33.9,25.8,29.4,40.4,25.8,32.9,23.7,73.1,0.325,100,4.17,rain,0,0,10.8,10.5,177.7,1009.8,37.8,9.9,268.6,23.2,9,60,2023-06-15T07:04:36,2023-06-15T19:22:44,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-16,33.9,26.9,30.2,41.8,29.8,35.3,24.1,71.1,0,0,0,,0,0,9,15.7,156,1008.6,42,10.1,254.3,22,9,30,2023-06-16T07:04:48,2023-06-16T19:22:57,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-17,33.7,25.9,29.8,40.3,25.9,34,23.9,72.1,0,0,0,,0,0,9.4,15.3,176.9,1009.2,44.1,10,218.6,18.8,8,60,2023-06-17T07:05:00,2023-06-17T19:23:11,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-18,31.5,27,29.3,38.4,30.5,34.3,24.5,76.3,1.971,100,4.17,rain,0,0,38.9,22.2,338.2,1010,38.6,9.7,155.3,13.4,5,60,2023-06-18T07:05:13,2023-06-18T19:23:24,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-19,34.6,25.9,29.8,41.8,25.9,34.4,24.5,74.8,0,0,0,,0,0,7.6,13.9,254.3,1009.5,37.5,8.7,271.4,23.4,9,30,2023-06-19T07:05:26,2023-06-19T19:23:38,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-20,34.8,25.9,30,43.2,25.9,35,24.4,73,0,0,0,rain,0,0,9.4,15.5,205,1009.2,42.8,9.4,262.7,22.6,9,60,2023-06-20T07:05:38,2023-06-20T19:23:51,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-21,33.8,25.9,28.4,41.7,25.9,32.7,24.8,81.8,5.304,100,4.17,rain,0,0,7.2,20.6,112.5,1009.7,42.1,9.8,224.8,19.5,8,60,2023-06-21T07:05:51,2023-06-21T19:24:04,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-22,33.9,25.9,29.2,41.2,25.9,32.9,24.5,77.8,0,0,0,rain,0,0,14.4,15.1,135.2,1009.6,44,9,213.5,18.3,9,60,2023-06-22T07:06:04,2023-06-22T19:24:17,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-23,31.9,25.2,27.5,39.2,25.2,30.4,24.6,85,9.725,100,4.17,rain,0,0,7.6,12.5,293.8,1009.4,48.2,8.7,239.9,20.7,9,30,2023-06-23T07:06:17,2023-06-23T19:24:30,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-24,32.4,25,27.7,39.6,25,30.9,24.7,84.2,0.58,100,8.33,rain,0,0,10.4,12.1,332,1009,44.2,9,265.3,23.1,9,30,2023-06-24T07:06:31,2023-06-24T19:24:42,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-25,33.7,25.9,28.9,41.5,25.9,32.7,24.4,78.3,0,0,0,,0,0,16.6,19.9,301.6,1008.7,37.7,8.7,209.3,17.9,8,60,2023-06-25T07:06:44,2023-06-25T19:24:55,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-26,33.5,24.9,28.3,40.3,24.9,31.5,23.8,77.4,0.116,100,4.17,rain,0,0,29.5,17.1,288,1009.5,45.8,9.9,256.1,22.1,9,30,2023-06-26T07:06:57,2023-06-26T19:25:07,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-27,34,24.9,29.3,41.6,24.9,33.1,24,74.5,0.232,100,4.17,rain,0,0,13.3,17.7,303.8,1009.6,40.4,9.8,261.6,22.7,9,30,2023-06-27T07:07:10,2023-06-27T19:25:19,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-28,31.9,25.8,28.7,38.9,25.8,32.7,24.3,78,0,0,0,rain,0,0,10.4,17.5,292.9,1010.6,46.8,10,233.9,20.1,9,30,2023-06-28T07:07:23,2023-06-28T19:25:31,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-29,32.1,25.8,28.5,39.4,25.8,32.8,24.6,80.1,0.586,100,4.17,rain,0,0,9,13.5,294,1010,47.1,9.3,237.9,20.6,8,30,2023-06-29T07:07:36,2023-06-29T19:25:42,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-06-30,32,25.9,28.4,37.9,25.9,32.3,24.4,79.7,0.046,100,4.17,rain,0,0,7.6,13.9,229,1009.7,41.8,10,257.8,22.2,9,30,2023-06-30T07:07:49,2023-06-30T19:25:53,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-01,32.8,24.7,28.4,40.4,24.7,32.2,24.4,80.2,5.829,100,8.33,rain,0,0,11.5,18.1,278.2,1010.6,48.7,9.8,213.2,18.3,8,30,2023-07-01T07:08:02,2023-07-01T19:26:04,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-02,32,26.9,29.4,37.9,30.4,34.1,24.3,75.1,0,0,0,rain,0,0,10.4,17.1,153.8,1010.7,43.7,10,227.8,19.6,7,30,2023-07-02T07:08:15,2023-07-02T19:26:14,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-03,32.6,27.6,29.8,40.7,31.7,35.5,24.8,75.4,0,0,0,rain,0,0,8.6,12.5,161.7,1009.9,48.5,10.2,172.2,14.8,7,60,2023-07-03T07:08:27,2023-07-03T19:26:24,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-04,33.7,25.8,28.6,41.1,25.8,32.7,24.8,81.1,0,0,0,rain,0,0,46.4,25.6,8.7,1009,50.1,9.4,219.3,18.8,8,60,2023-07-04T07:08:40,2023-07-04T19:26:34,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-05,32.7,23.5,26.9,39.3,23.5,29.3,24.1,86,83.84,100,12.5,rain,0,0,44.6,21.4,315.9,1009.6,50.7,9.2,248.9,21.5,8,60,2023-07-05T07:08:52,2023-07-05T19:26:43,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-06,32.8,24.1,26.6,40.3,24.1,28.4,23.8,85.7,19.058,100,8.33,rain,0,0,40.7,13.8,297.9,1010.5,46,9,201,17.5,8,30,2023-07-06T07:09:04,2023-07-06T19:26:51,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-07,31.9,24.8,27.2,38.4,24.8,29.2,24,83.5,1.684,100,4.17,rain,0,0,15.5,16.6,275.2,1010.9,40,8.8,247.3,21.3,8,30,2023-07-07T07:09:16,2023-07-07T19:27:00,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-08,31.8,24.9,27.7,37.9,24.9,30.5,24.2,82.1,5.125,100,12.5,rain,0,0,10.8,20.6,217.6,1010.8,48.9,9.5,222.3,19,9,30,2023-07-08T07:09:27,2023-07-08T19:27:07,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-09,31.8,24.8,27.9,37.6,24.8,30.5,23.7,78.9,0.255,100,4.17,rain,0,0,9.7,9.2,291.9,1010,48,9.3,194.5,16.6,8,30,2023-07-09T07:09:38,2023-07-09T19:27:15,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-10,32.2,23.7,28.4,37.6,23.7,31.5,23.3,75.1,8.606,100,4.17,rain,0,0,12.6,15.7,169.4,1009.7,55,10.2,260.3,22.3,9,30,2023-07-10T07:09:49,2023-07-10T19:27:21,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-11,32.7,24.9,28,37.8,24.9,30.6,23.9,79.5,0.53,100,4.17,rain,0,0,7.6,16.9,195.3,1010.5,49.2,10,243.8,20.9,8,60,2023-07-11T07:10:00,2023-07-11T19:27:28,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-12,31,25.2,27.1,36.7,25.2,28.9,24.6,86.7,1.238,100,4.17,rain,0,0,31.7,20.4,197.8,1010.6,50.1,9.7,231.3,19.9,8,60,2023-07-12T07:10:10,2023-07-12T19:27:33,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-13,32.6,24.8,28.1,38.9,24.8,31.2,24.1,79.9,26.719,100,4.17,rain,0,0,8.3,13.9,257.2,1010.9,49.6,9.4,269.8,23.2,9,30,2023-07-13T07:10:20,2023-07-13T19:27:38,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-14,28.8,25.6,26.6,32.9,25.6,28,23.4,82.5,1.507,100,4.17,rain,0,0,33.1,24.2,313.7,1011.7,48.5,9.7,193.1,16.7,9,10,2023-07-14T07:10:29,2023-07-14T19:27:43,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-15,33.6,23.9,28.3,38.3,23.9,30.5,22.5,73,0.162,100,4.17,rain,0,0,15.5,14.1,295.9,1010.5,48.8,10.2,275,23.8,9,30,2023-07-15T07:10:38,2023-07-15T19:27:47,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-16,33.9,25.8,29.2,40.4,25.8,32.2,23.5,72.8,0,0,0,,0,0,14.8,12.3,290.7,1009.1,43.8,9.8,254.7,22.2,8,30,2023-07-16T07:10:47,2023-07-16T19:27:50,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-17,32.6,26,28.3,39.5,26,32,24.1,78.6,0,0,0,rain,0,0,10.4,9.2,152.9,1008.4,52.6,9.9,265.6,23,9,30,2023-07-17T07:10:55,2023-07-17T19:27:53,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-18,31.1,24.9,28,36.8,24.9,31.3,24,79.4,20.043,100,4.17,rain,0,0,8.3,16.4,139.9,1009.2,46.7,10,207.1,17.9,8,30,2023-07-18T07:11:03,2023-07-18T19:27:55,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-19,30,24.3,26.2,36.2,24.3,27.6,23.9,87.4,3.982,100,12.5,rain,0,0,10.4,13.7,119.3,1009.3,51.4,9.4,189.8,16.5,8,30,2023-07-19T07:11:10,2023-07-19T19:27:56,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-20,29.7,23,26.4,33.9,23,28.2,23.3,84,0,0,0,rain,0,0,7.9,11.5,155.4,1009.4,51.6,9.3,100.7,8.8,7,30,2023-07-20T07:11:17,2023-07-20T19:27:57,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-21,32.9,26,29.2,38.9,26,32.8,23.7,73.7,0.348,100,4.17,rain,0,0,11.2,14.1,146.7,1010,46.5,10,202.8,17.4,8,30,2023-07-21T07:11:23,2023-07-21T19:27:57,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-22,30,24.1,27.1,36.2,24.1,29.8,24.3,84.8,0,0,0,rain,0,0,9.7,18.8,163.7,1010.8,51.3,9.4,252.5,21.7,8,30,2023-07-22T07:11:29,2023-07-22T19:27:57,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-23,30.3,25.2,27.9,35.7,25.2,31.2,24.5,82.7,17.432,100,4.17,rain,0,0,7.2,13.5,141.8,1010.9,47.5,9.8,240.4,20.7,7,30,2023-07-23T07:11:35,2023-07-23T19:27:56,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-24,33.8,25,29.1,39.8,25,32.2,23.4,73,0,0,0,rain,0,0,18.4,15.3,155.1,1009.5,51.7,9.9,278.5,24.1,9,60,2023-07-24T07:11:40,2023-07-24T19:27:54,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-25,33.9,25.9,29.8,40.4,25.9,33.7,23.4,69.5,0,0,0,,0,0,17.3,12.1,176,1009.6,47.3,10.1,272.4,23.5,9,30,2023-07-25T07:11:44,2023-07-25T19:27:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-26,33,26.9,29.9,38.2,29.7,34,23.4,69.4,0,0,0,,0,0,13,15.1,180,1010.6,47.4,10,228.5,19.6,9,30,2023-07-26T07:11:48,2023-07-26T19:27:49,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-27,33.6,26,29.3,39.8,26,33.5,24,74.2,0,0,0,rain,0,0,11.5,15.3,172.5,1010.7,45,9.9,232.4,20,8,30,2023-07-27T07:11:52,2023-07-27T19:27:45,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-28,32.9,25.9,29.3,40.6,25.9,34.3,24.8,77.3,0.177,100,4.17,rain,0,0,13.7,12.3,216.4,1009.6,48.7,9.2,231.2,20,9,60,2023-07-28T07:11:55,2023-07-28T19:27:40,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-29,31.3,26,28.9,38.2,26,33.9,25,79.9,0.348,100,4.17,rain,0,0,10.8,18.6,157.7,1009.6,46.2,9,217.5,18.7,7,30,2023-07-29T07:11:57,2023-07-29T19:27:35,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-30,32.9,27.1,29.8,39.3,30.9,35,24.3,73.2,0,0,0,rain,0,0,14,20.8,153.2,1009.1,40.1,9.6,250.8,21.7,9,30,2023-07-30T07:11:59,2023-07-30T19:27:29,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-07-31,32.8,27.9,30.1,39.1,30.6,34.2,23,66.4,0.046,100,4.17,rain,0,0,9,22.8,145.4,1009.6,45.3,9.9,219.5,19,8,30,2023-07-31T07:12:00,2023-07-31T19:27:23,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-01,31.9,27.1,29,36.8,30.3,33.1,23.6,73.4,0,0,0,rain,0,0,11.2,15.3,158.3,1010.5,43.1,10,235.4,20.2,9,10,2023-08-01T07:12:01,2023-08-01T19:27:16,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-02,34.7,26,30,40.1,26,33.7,23.3,69.2,0,0,0,,0,0,11.2,16.9,170.9,1010.8,45.7,10.2,242.8,21,8,60,2023-08-02T07:12:01,2023-08-02T19:27:08,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-03,32.6,26.5,29.3,39.1,26.5,33.9,24,73.7,0,0,0,,0,0,12.2,19,158.6,1011.7,41.3,9.8,237.4,20.6,8,30,2023-08-03T07:12:00,2023-08-03T19:27:00,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-04,32.9,26.6,29.5,40.6,26.6,34.8,24.8,76.6,0,0,0,rain,0,0,13,17.9,147.6,1012.8,46.7,10.1,245.5,21.2,9,30,2023-08-04T07:12:00,2023-08-04T19:26:50,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-05,33.9,25.9,30,41.7,25.9,35,24.3,72.9,0,0,0,rain,0,0,10.8,19,164.3,1012.5,38.5,10,237.4,20.4,9,30,2023-08-05T07:11:58,2023-08-05T19:26:41,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-06,32.9,25.9,28.9,40.4,25.9,33.3,24.5,77.5,0.884,100,4.17,rain,0,0,10.8,17.3,230.5,1012,45.4,9.9,238.9,20.7,9,30,2023-08-06T07:11:56,2023-08-06T19:26:30,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-07,32.8,25,28.9,38.9,25,32.2,23.9,75.6,0.696,100,4.17,rain,0,0,10.4,15.3,181.6,1010.6,41.4,9.5,239.3,20.5,9,30,2023-08-07T07:11:54,2023-08-07T19:26:19,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-08,31.9,25.2,27.1,38,25.2,28.9,24.3,85.2,1.275,100,4.17,rain,0,0,9.4,17.3,263.2,1011.4,47.4,8.2,282.5,24.3,9,30,2023-08-08T07:11:50,2023-08-08T19:26:07,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-09,33.8,24,27.6,40.5,24,29.8,24,82.4,1.768,100,4.17,rain,0,0,11.2,17.3,195.8,1011.8,43.9,9.2,256,22,9,60,2023-08-09T07:11:47,2023-08-09T19:25:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-10,31.9,24.7,27.8,36.8,24.7,30.4,23.6,79,0,0,0,rain,0,0,7.2,13.9,299.8,1012.6,51.8,9.1,265.4,23,8,30,2023-08-10T07:11:43,2023-08-10T19:25:42,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-11,31.9,24.8,27.8,37.9,24.8,31.1,24.2,81.2,0,0,0,rain,0,0,7.2,17.3,200.2,1011.2,45.5,9.8,269,23.2,9,30,2023-08-11T07:11:38,2023-08-11T19:25:28,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-12,31.4,25.1,27.9,37.2,25.1,31.1,24.4,81.7,0.576,100,8.33,rain,0,0,33.5,15.5,190.3,1010.7,49.1,9.4,249.7,21.4,9,30,2023-08-12T07:11:33,2023-08-12T19:25:14,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-13,31.5,25,28,37.1,25,31.5,24.5,81.8,0.07,100,4.17,rain,0,0,7.2,13.7,207.1,1010.3,52.8,9.8,282,24.3,9,30,2023-08-13T07:11:27,2023-08-13T19:24:59,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2023-08-14,28,23.8,25.9,32.7,23.8,27.2,23.9,88.7,0.858,100,4.17,rain,0,0,8.6,21.7,296,1011.4,57.3,8.7,254.4,22,9,30,2023-08-14T07:11:21,2023-08-14T19:24:44,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
